experiment,slug,title,source_id,source_commit,experiment_commit,kaggle_submission,public_score,status,reproducibility,main_sha256,deck_sha256,archive_sha256,local_generated_package,upstream_notebook_urls,upstream_version_pinned
090,phantom-dragapult-pressure-reroll,090 Phantom Dragapult Pressure Reroll,ef8936859fd2-29cabb30a406,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,7335e024aa2d66222846ab8e7712456be85d4920,54457570,677.6,complete,source_exact_runtime_required,ef8936859fd215e6c704071042e5438d55e2e972b8f1806fb6eddbd03027e0b9,29cabb30a40645e83c5260b83511cabdef62264f3a596cf18b265cb19493f159,7513550b3b92c04c11a39c41cbe620ec5ebbef067812def124a432092b03c565,artifacts/submissions/s090-phantom-dragapult-pressure-reroll.tar.gz,,
091,llcc-meta-a-stable-submit,091 LLCC Meta A Stable Submit,6d2c8efc2243-fbe6ab599922,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,37dbf0b394e4c98a37bc73fb74c44e9786d471a0,54457712,900.7,complete,source_exact_runtime_required,6d2c8efc224392dcc439fa7ce20669daf279aa0208b23f87a7bab988b93561e2,fbe6ab59992260b0d6774abed19469be315521b5ed0546de8c20f329607693e6,71b3b53a4f21116c05bf8462ac2c5163d2ef3028fc38db58f77004a2f3751e5f,artifacts/submissions/s091-llcc-meta-a-stable-submit.tar.gz,,
092,llcc-meta-a-stable-reroll,092 LLCC Meta A Stable Reroll,6d2c8efc2243-fbe6ab599922,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,696670f0896aab262cb2f5fe397410bb01a00db4,54481753,743.6,complete,source_exact_runtime_required,6d2c8efc224392dcc439fa7ce20669daf279aa0208b23f87a7bab988b93561e2,fbe6ab59992260b0d6774abed19469be315521b5ed0546de8c20f329607693e6,71b3b53a4f21116c05bf8462ac2c5163d2ef3028fc38db58f77004a2f3751e5f,artifacts/submissions/s092-llcc-meta-a-stable-reroll.tar.gz,,
093,pilkwang-0909-phantom-focus-transfer,093 Pilkwang 0909 Phantom Focus Transfer,60bc08be65be-29cabb30a406,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,f4c426cdc1d0e6be86d66a5e872dbb547335e994,54481871,,error,source_exact_runtime_required,60bc08be65be2df7bccff5dc3f8bc06e9a604800749d6af3d822c907e8d9d3ea,29cabb30a40645e83c5260b83511cabdef62264f3a596cf18b265cb19493f159,f39fabb207fac8ce221ade47db172c296e5c703bd2ecb47057d424d30d6c296a,artifacts/submissions/s093-pilkwang-0909-phantom-focus-transfer.tar.gz,,
094,archaludon-metal-high-ceiling-reroll,094 Archaludon Metal High Ceiling Reroll,a4c53101be30-fbe6ab599922,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,61f25d1e56921ffa1f98e1a78ae9f6f587872498,54481944,619.9,complete,source_exact_runtime_required,a4c53101be301c181bd477204a72c0e5cba65fddd34d8cd0ec4d36e4b41c9518,fbe6ab59992260b0d6774abed19469be315521b5ed0546de8c20f329607693e6,430459bdc570fe87b7aa9111622af884ddfef3d8590d9a6eadf5adcedc3c740d,artifacts/submissions/s094-archaludon-metal-high-ceiling-reroll.tar.gz,https://www.kaggle.com/code/makthanithin/pok-mon-tcg-ai-battle-meta-snapshot-06-29,false
095,phantom-dragapult-pressure-reroll,095 Phantom Dragapult Pressure Reroll,ef8936859fd2-29cabb30a406,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,88d539cb44aacb271d36b498d701e86c50c8b90b,54482061,711.8,complete,source_exact_runtime_required,ef8936859fd215e6c704071042e5438d55e2e972b8f1806fb6eddbd03027e0b9,29cabb30a40645e83c5260b83511cabdef62264f3a596cf18b265cb19493f159,7513550b3b92c04c11a39c41cbe620ec5ebbef067812def124a432092b03c565,artifacts/submissions/s095-phantom-dragapult-pressure-reroll.tar.gz,,
096,tomato-archaludon-guard-reroll,096 Tomato Archaludon Guard Reroll,03216723e42e-42165967b565,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,b0421bfc947b2b07472579ee0ef555e0e5b46a69,54482175,855.1,complete,source_exact_runtime_required,03216723e42e8dffa67a5ded172f23512a3f1f0540205cc815e8fd90dd3a3313,42165967b565dd42ec426ecccfe79bfa7d72aa8306590e149dface0ee8bd530e,e7e1e346054f6d482e1b890b8a67eb68fd7bc167a6a5642bbe516287c2eb2486,artifacts/submissions/s096-tomato-archaludon-guard-reroll.tar.gz,https://www.kaggle.com/code/masamikobayashi/a-sample-archaludon-75-wr-vs-my-1300-starmie,false
097,llcc-meta-a-stable-reroll,097 LLCC Meta A Stable Reroll,6d2c8efc2243-fbe6ab599922,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,6fa4f62edc56bf11e3282ce012da962d9e273ac1,54513582,743.3,complete,source_exact_runtime_required,6d2c8efc224392dcc439fa7ce20669daf279aa0208b23f87a7bab988b93561e2,fbe6ab59992260b0d6774abed19469be315521b5ed0546de8c20f329607693e6,71b3b53a4f21116c05bf8462ac2c5163d2ef3028fc38db58f77004a2f3751e5f,artifacts/submissions/s097-llcc-meta-a-stable-reroll.tar.gz,,
098,pilkwang-0909-phantom-focus-standard-rebuild,098 Pilkwang 0909 Phantom Focus Standard Rebuild,60bc08be65be-29cabb30a406,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,4af3e97e3f6b2250686ec668451c528638d50c2e,54513702,646.5,complete,source_exact_runtime_required,60bc08be65be2df7bccff5dc3f8bc06e9a604800749d6af3d822c907e8d9d3ea,29cabb30a40645e83c5260b83511cabdef62264f3a596cf18b265cb19493f159,a77618196f1f627b66be4f61305a52773416dc24aaa4d8b2d4629e188736aa69,artifacts/submissions/s098-pilkwang-0909-phantom-focus-standard-rebuild.tar.gz,,
099,phantom-dragapult-pressure-reroll,099 Phantom Dragapult Pressure Reroll,ef8936859fd2-29cabb30a406,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,3810fdb0e0f81ce58e478d751ca1ba93f2ead15b,54513822,499.4,complete,source_exact_runtime_required,ef8936859fd215e6c704071042e5438d55e2e972b8f1806fb6eddbd03027e0b9,29cabb30a40645e83c5260b83511cabdef62264f3a596cf18b265cb19493f159,7513550b3b92c04c11a39c41cbe620ec5ebbef067812def124a432092b03c565,artifacts/submissions/s099-phantom-dragapult-pressure-reroll.tar.gz,,
100,tomato-archaludon-guard-reroll,100 Tomato Archaludon Guard Reroll,03216723e42e-42165967b565,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,2f5d501cef456a8b3d04ecc9b88881bb9724646d,54514062,834.5,complete,source_exact_runtime_required,03216723e42e8dffa67a5ded172f23512a3f1f0540205cc815e8fd90dd3a3313,42165967b565dd42ec426ecccfe79bfa7d72aa8306590e149dface0ee8bd530e,e7e1e346054f6d482e1b890b8a67eb68fd7bc167a6a5642bbe516287c2eb2486,artifacts/submissions/s100-tomato-archaludon-guard-reroll.tar.gz,https://www.kaggle.com/code/masamikobayashi/a-sample-archaludon-75-wr-vs-my-1300-starmie,false
101,llcc-meta-a-stable-final-active,101 LLCC Meta A Stable Final Active,6d2c8efc2243-fbe6ab599922,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,250779e6ace989fd13d33dc4bc1762697587faeb,54514154,741.2,complete,source_exact_runtime_required,6d2c8efc224392dcc439fa7ce20669daf279aa0208b23f87a7bab988b93561e2,fbe6ab59992260b0d6774abed19469be315521b5ed0546de8c20f329607693e6,71b3b53a4f21116c05bf8462ac2c5163d2ef3028fc38db58f77004a2f3751e5f,artifacts/submissions/s101-llcc-meta-a-stable-final-active.tar.gz,,
102,tomato-archaludon-current-anchor,102 Tomato Archaludon Current Anchor,03216723e42e-42165967b565,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,1054b78013313ba2ec1d4d407d42e70302ee79ec,54571211,725.3,complete,source_exact_runtime_required,03216723e42e8dffa67a5ded172f23512a3f1f0540205cc815e8fd90dd3a3313,42165967b565dd42ec426ecccfe79bfa7d72aa8306590e149dface0ee8bd530e,e7e1e346054f6d482e1b890b8a67eb68fd7bc167a6a5642bbe516287c2eb2486,artifacts/submissions/s102-tomato-archaludon-current-anchor.tar.gz,https://www.kaggle.com/code/masamikobayashi/a-sample-archaludon-75-wr-vs-my-1300-starmie,false
103,llcc-meta-a-stable-current-guard,103 LLCC Meta A Stable Current Guard,6d2c8efc2243-fbe6ab599922,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,c18ed74338df7084e63caa6b65d3dd609bcaa559,54571338,855.4,complete,source_exact_runtime_required,6d2c8efc224392dcc439fa7ce20669daf279aa0208b23f87a7bab988b93561e2,fbe6ab59992260b0d6774abed19469be315521b5ed0546de8c20f329607693e6,71b3b53a4f21116c05bf8462ac2c5163d2ef3028fc38db58f77004a2f3751e5f,artifacts/submissions/s103-llcc-meta-a-stable-current-guard.tar.gz,,
104,tomato-archaludon-second-probe,104 Tomato Archaludon Second Probe,03216723e42e-42165967b565,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,260b59ba4966082ce0322e33805b5f19a10a6df9,54571515,772.2,complete,source_exact_runtime_required,03216723e42e8dffa67a5ded172f23512a3f1f0540205cc815e8fd90dd3a3313,42165967b565dd42ec426ecccfe79bfa7d72aa8306590e149dface0ee8bd530e,e7e1e346054f6d482e1b890b8a67eb68fd7bc167a6a5642bbe516287c2eb2486,artifacts/submissions/s104-tomato-archaludon-second-probe.tar.gz,https://www.kaggle.com/code/masamikobayashi/a-sample-archaludon-75-wr-vs-my-1300-starmie,false
105,llcc-meta-a-stable-final-active,105 LLCC Meta A Stable Final Active,6d2c8efc2243-fbe6ab599922,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,aa8fcbc27485c0b01dbe6b2bc1bb9d58c10ef788,54571645,874.6,complete,source_exact_runtime_required,6d2c8efc224392dcc439fa7ce20669daf279aa0208b23f87a7bab988b93561e2,fbe6ab59992260b0d6774abed19469be315521b5ed0546de8c20f329607693e6,71b3b53a4f21116c05bf8462ac2c5163d2ef3028fc38db58f77004a2f3751e5f,artifacts/submissions/s105-llcc-meta-a-stable-final-active.tar.gz,,
106,tomato-archaludon-final-active,106 Tomato Archaludon Final Active,03216723e42e-42165967b565,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,6b58c5e3cc320e20a132c2316b4dc7644598b020,54571747,806.7,complete,source_exact_runtime_required,03216723e42e8dffa67a5ded172f23512a3f1f0540205cc815e8fd90dd3a3313,42165967b565dd42ec426ecccfe79bfa7d72aa8306590e149dface0ee8bd530e,e7e1e346054f6d482e1b890b8a67eb68fd7bc167a6a5642bbe516287c2eb2486,artifacts/submissions/s106-tomato-archaludon-final-active.tar.gz,https://www.kaggle.com/code/masamikobayashi/a-sample-archaludon-75-wr-vs-my-1300-starmie,false
107,llcc-crustle-attackfix,107 LLCC Crustle AttackFix,c32e65488f71-fbe6ab599922,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,8cfeaa9b28049f96a5941e4547656c44d33bb2a6,54593777,964.3,complete,source_exact_runtime_required,c32e65488f71fb2978ac308ae9b812891aa28276b13e1966d0edaeb1a80ab98d,fbe6ab59992260b0d6774abed19469be315521b5ed0546de8c20f329607693e6,69e56383aa3a20933bb7ad5e145df9ffd0f4f88fdc0b7c77c01e227ce444a770,artifacts/submissions/s107-llcc-crustle-attackfix.tar.gz,,
108,tomato-archaludon-current-probe,108 Tomato Archaludon Current Probe,03216723e42e-42165967b565,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,22389b055800840c3075a097d0acb996edd86b23,54593959,657.2,complete,source_exact_runtime_required,03216723e42e8dffa67a5ded172f23512a3f1f0540205cc815e8fd90dd3a3313,42165967b565dd42ec426ecccfe79bfa7d72aa8306590e149dface0ee8bd530e,e7e1e346054f6d482e1b890b8a67eb68fd7bc167a6a5642bbe516287c2eb2486,artifacts/submissions/s108-tomato-archaludon-current-probe.tar.gz,https://www.kaggle.com/code/masamikobayashi/a-sample-archaludon-75-wr-vs-my-1300-starmie,false
109,llcc-meta-a-stable-current-guard,109 LLCC Meta A Stable Current Guard,6d2c8efc2243-fbe6ab599922,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,627f07a33edd323a5a2f39439005e5df77586b00,54594071,647.6,complete,source_exact_runtime_required,6d2c8efc224392dcc439fa7ce20669daf279aa0208b23f87a7bab988b93561e2,fbe6ab59992260b0d6774abed19469be315521b5ed0546de8c20f329607693e6,71b3b53a4f21116c05bf8462ac2c5163d2ef3028fc38db58f77004a2f3751e5f,artifacts/submissions/s109-llcc-meta-a-stable-current-guard.tar.gz,,
110,tomato-archaludon-final-active,110 Tomato Archaludon Final Active,03216723e42e-42165967b565,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,4c8ba231f35d8659b26adb9a3e1d4ef0cfd33455,54594143,818.1,complete,source_exact_runtime_required,03216723e42e8dffa67a5ded172f23512a3f1f0540205cc815e8fd90dd3a3313,42165967b565dd42ec426ecccfe79bfa7d72aa8306590e149dface0ee8bd530e,e7e1e346054f6d482e1b890b8a67eb68fd7bc167a6a5642bbe516287c2eb2486,artifacts/submissions/s110-tomato-archaludon-final-active.tar.gz,https://www.kaggle.com/code/masamikobayashi/a-sample-archaludon-75-wr-vs-my-1300-starmie,false
111,llcc-crustle-attackfix-final-active,111 LLCC Crustle AttackFix Final Active,c32e65488f71-fbe6ab599922,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,cda90a6430e34732dd289a8da56912da9836af94,54594245,769.7,complete,source_exact_runtime_required,c32e65488f71fb2978ac308ae9b812891aa28276b13e1966d0edaeb1a80ab98d,fbe6ab59992260b0d6774abed19469be315521b5ed0546de8c20f329607693e6,69e56383aa3a20933bb7ad5e145df9ffd0f4f88fdc0b7c77c01e227ce444a770,artifacts/submissions/s111-llcc-crustle-attackfix-final-active.tar.gz,,
112,llcc-crustle-attackfix-current-probe,112 LLCC Crustle AttackFix Current Probe,c32e65488f71-fbe6ab599922,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,06af2845c57507ec7d0ac078181b8c63904cb29f,54626397,397.1,complete,source_exact_runtime_required,c32e65488f71fb2978ac308ae9b812891aa28276b13e1966d0edaeb1a80ab98d,fbe6ab59992260b0d6774abed19469be315521b5ed0546de8c20f329607693e6,69e56383aa3a20933bb7ad5e145df9ffd0f4f88fdc0b7c77c01e227ce444a770,artifacts/submissions/s112-llcc-crustle-attackfix-current-probe.tar.gz,,
113,llcc-meta-a-stable-current-control,113 LLCC Meta A Stable Current Control,6d2c8efc2243-fbe6ab599922,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,c22df70a0f1a3f7edc6ce3cacb01614de3614f46,54626542,709.5,complete,source_exact_runtime_required,6d2c8efc224392dcc439fa7ce20669daf279aa0208b23f87a7bab988b93561e2,fbe6ab59992260b0d6774abed19469be315521b5ed0546de8c20f329607693e6,71b3b53a4f21116c05bf8462ac2c5163d2ef3028fc38db58f77004a2f3751e5f,artifacts/submissions/s113-llcc-meta-a-stable-current-control.tar.gz,,
114,tomato-archaludon-current-probe,114 Tomato Archaludon Current Probe,03216723e42e-42165967b565,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,593479e55bd4bd5e76a4b0e170b5d2471bc4d788,54626692,910.9,complete,source_exact_runtime_required,03216723e42e8dffa67a5ded172f23512a3f1f0540205cc815e8fd90dd3a3313,42165967b565dd42ec426ecccfe79bfa7d72aa8306590e149dface0ee8bd530e,e7e1e346054f6d482e1b890b8a67eb68fd7bc167a6a5642bbe516287c2eb2486,artifacts/submissions/s114-tomato-archaludon-current-probe.tar.gz,https://www.kaggle.com/code/masamikobayashi/a-sample-archaludon-75-wr-vs-my-1300-starmie,false
115,llcc-meta-a-stable-final-active,115 LLCC Meta A Stable Final Active,6d2c8efc2243-fbe6ab599922,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,2f66346a8dd5de5bc850fdeb5a99176ac5712328,54626834,879.2,complete,source_exact_runtime_required,6d2c8efc224392dcc439fa7ce20669daf279aa0208b23f87a7bab988b93561e2,fbe6ab59992260b0d6774abed19469be315521b5ed0546de8c20f329607693e6,71b3b53a4f21116c05bf8462ac2c5163d2ef3028fc38db58f77004a2f3751e5f,artifacts/submissions/s115-llcc-meta-a-stable-final-active.tar.gz,,
116,tomato-archaludon-final-active,116 Tomato Archaludon Final Active,03216723e42e-42165967b565,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,d1c2bd0e82e96284faaaf111fbbc589806756bcd,54626933,840.9,complete,source_exact_runtime_required,03216723e42e8dffa67a5ded172f23512a3f1f0540205cc815e8fd90dd3a3313,42165967b565dd42ec426ecccfe79bfa7d72aa8306590e149dface0ee8bd530e,e7e1e346054f6d482e1b890b8a67eb68fd7bc167a6a5642bbe516287c2eb2486,artifacts/submissions/s116-tomato-archaludon-final-active.tar.gz,https://www.kaggle.com/code/masamikobayashi/a-sample-archaludon-75-wr-vs-my-1300-starmie,false
117,tien-search-alakazam-hardened,117 Tien Search Alakazam Hardened,235084ae725e-a8c9177354b9,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,26269cd971c91c3bb705b714ebf621a4e4d0944d,54676655,860.3,complete,source_exact_runtime_required,235084ae725e0430f700d18fe1f2e3845b8a6209b34f1b5020c07db4ba9974e1,a8c9177354b92abe5fb877f46b792b86f8ec9c4bc3551d5d16d4a89128f00976,766fe6a21ee6f73b58f857a8cfefc6b43028b7f157face837c342d5d47a36798,artifacts/submissions/s117-tien-search-alakazam-hardened.tar.gz,https://www.kaggle.com/code/tientrum/search-augmented-heuristic-agent-alakazam,false
118,tomato-archaludon-current-anchor,118 Tomato Archaludon Current Anchor,03216723e42e-42165967b565,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,fe77d2f32d9d5bcf361e8fb43e8e25cdc9fe33be,54676860,641.4,complete,source_exact_runtime_required,03216723e42e8dffa67a5ded172f23512a3f1f0540205cc815e8fd90dd3a3313,42165967b565dd42ec426ecccfe79bfa7d72aa8306590e149dface0ee8bd530e,e7e1e346054f6d482e1b890b8a67eb68fd7bc167a6a5642bbe516287c2eb2486,artifacts/submissions/s118-tomato-archaludon-current-anchor.tar.gz,https://www.kaggle.com/code/masamikobayashi/a-sample-archaludon-75-wr-vs-my-1300-starmie,false
119,llcc-meta-a-stable-current-control,119 LLCC Meta A Stable Current Control,6d2c8efc2243-fbe6ab599922,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,54f55fb2fb0d2e7eddbebc63e1fa5abc444ee72f,54677044,675.5,complete,source_exact_runtime_required,6d2c8efc224392dcc439fa7ce20669daf279aa0208b23f87a7bab988b93561e2,fbe6ab59992260b0d6774abed19469be315521b5ed0546de8c20f329607693e6,71b3b53a4f21116c05bf8462ac2c5163d2ef3028fc38db58f77004a2f3751e5f,artifacts/submissions/s119-llcc-meta-a-stable-current-control.tar.gz,,
120,tomato-archaludon-final-active,120 Tomato Archaludon Final Active,03216723e42e-42165967b565,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,65f8455011fe056cd3ab656b0c5689a3a6f5e9e9,54677296,847.1,complete,source_exact_runtime_required,03216723e42e8dffa67a5ded172f23512a3f1f0540205cc815e8fd90dd3a3313,42165967b565dd42ec426ecccfe79bfa7d72aa8306590e149dface0ee8bd530e,e7e1e346054f6d482e1b890b8a67eb68fd7bc167a6a5642bbe516287c2eb2486,artifacts/submissions/s120-tomato-archaludon-final-active.tar.gz,https://www.kaggle.com/code/masamikobayashi/a-sample-archaludon-75-wr-vs-my-1300-starmie,false
121,tien-search-alakazam-final-active,121 Tien Search Alakazam Final Active,235084ae725e-a8c9177354b9,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,059e34ba9ec8034ad99af1a609e51753483c4b70,54677479,928.2,complete,source_exact_runtime_required,235084ae725e0430f700d18fe1f2e3845b8a6209b34f1b5020c07db4ba9974e1,a8c9177354b92abe5fb877f46b792b86f8ec9c4bc3551d5d16d4a89128f00976,766fe6a21ee6f73b58f857a8cfefc6b43028b7f157face837c342d5d47a36798,artifacts/submissions/s121-tien-search-alakazam-final-active.tar.gz,https://www.kaggle.com/code/tientrum/search-augmented-heuristic-agent-alakazam,false
122,tien-search-alakazam-current-anchor,122 Tien Search Alakazam Current Anchor,235084ae725e-a8c9177354b9,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,5f13e49f8fc0ae03e79cb7e3b6bc1c2d9d4c590f,54705668,709.0,complete,source_exact_runtime_required,235084ae725e0430f700d18fe1f2e3845b8a6209b34f1b5020c07db4ba9974e1,a8c9177354b92abe5fb877f46b792b86f8ec9c4bc3551d5d16d4a89128f00976,766fe6a21ee6f73b58f857a8cfefc6b43028b7f157face837c342d5d47a36798,artifacts/submissions/s122-tien-search-alakazam-current-anchor.tar.gz,https://www.kaggle.com/code/tientrum/search-augmented-heuristic-agent-alakazam,false
123,tomato-archaludon-current-anchor,123 Tomato Archaludon Current Anchor,03216723e42e-42165967b565,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,a18c00551b28b80f39d6c2a17c75caf6ccf5ca0b,54705964,755.1,complete,source_exact_runtime_required,03216723e42e8dffa67a5ded172f23512a3f1f0540205cc815e8fd90dd3a3313,42165967b565dd42ec426ecccfe79bfa7d72aa8306590e149dface0ee8bd530e,e7e1e346054f6d482e1b890b8a67eb68fd7bc167a6a5642bbe516287c2eb2486,artifacts/submissions/s123-tomato-archaludon-current-anchor.tar.gz,https://www.kaggle.com/code/masamikobayashi/a-sample-archaludon-75-wr-vs-my-1300-starmie,false
124,llcc-meta-a-stable-current-control,124 LLCC Meta A Stable Current Control,6d2c8efc2243-fbe6ab599922,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,c0a31a3d682285eaac385ebbb45fe74fdd3c66a9,54706171,662.4,complete,source_exact_runtime_required,6d2c8efc224392dcc439fa7ce20669daf279aa0208b23f87a7bab988b93561e2,fbe6ab59992260b0d6774abed19469be315521b5ed0546de8c20f329607693e6,71b3b53a4f21116c05bf8462ac2c5163d2ef3028fc38db58f77004a2f3751e5f,artifacts/submissions/s124-llcc-meta-a-stable-current-control.tar.gz,,
125,tien-search-alakazam-final-active,125 Tien Search Alakazam Final Active,235084ae725e-a8c9177354b9,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,38d2618be434ce9b6c17157987d5db1aca806f0e,54706397,905.8,complete,source_exact_runtime_required,235084ae725e0430f700d18fe1f2e3845b8a6209b34f1b5020c07db4ba9974e1,a8c9177354b92abe5fb877f46b792b86f8ec9c4bc3551d5d16d4a89128f00976,766fe6a21ee6f73b58f857a8cfefc6b43028b7f157face837c342d5d47a36798,artifacts/submissions/s125-tien-search-alakazam-final-active.tar.gz,https://www.kaggle.com/code/tientrum/search-augmented-heuristic-agent-alakazam,false
126,tomato-archaludon-final-active,126 Tomato Archaludon Final Active,03216723e42e-42165967b565,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,0d7cbddc726bd115f9ea586d93a2f02f296267d7,54706621,800.2,complete,source_exact_runtime_required,03216723e42e8dffa67a5ded172f23512a3f1f0540205cc815e8fd90dd3a3313,42165967b565dd42ec426ecccfe79bfa7d72aa8306590e149dface0ee8bd530e,e7e1e346054f6d482e1b890b8a67eb68fd7bc167a6a5642bbe516287c2eb2486,artifacts/submissions/s126-tomato-archaludon-final-active.tar.gz,https://www.kaggle.com/code/masamikobayashi/a-sample-archaludon-75-wr-vs-my-1300-starmie,false
127,tien-search-alakazam-current-anchor,127 Tien Search Alakazam Current Anchor,235084ae725e-a8c9177354b9,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,7cf4ee811979e89a3251ddc6a628afb09de3b35d,54748433,674.4,complete,source_exact_runtime_required,235084ae725e0430f700d18fe1f2e3845b8a6209b34f1b5020c07db4ba9974e1,a8c9177354b92abe5fb877f46b792b86f8ec9c4bc3551d5d16d4a89128f00976,766fe6a21ee6f73b58f857a8cfefc6b43028b7f157face837c342d5d47a36798,artifacts/submissions/s127-tien-search-alakazam-current-anchor.tar.gz,https://www.kaggle.com/code/tientrum/search-augmented-heuristic-agent-alakazam,false
128,tomato-archaludon-current-anchor,128 Tomato Archaludon Current Anchor,03216723e42e-42165967b565,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,80118527d4c564cd9257dc8f2448b6d06e6acfe3,54748778,618.2,complete,source_exact_runtime_required,03216723e42e8dffa67a5ded172f23512a3f1f0540205cc815e8fd90dd3a3313,42165967b565dd42ec426ecccfe79bfa7d72aa8306590e149dface0ee8bd530e,e7e1e346054f6d482e1b890b8a67eb68fd7bc167a6a5642bbe516287c2eb2486,artifacts/submissions/s128-tomato-archaludon-current-anchor.tar.gz,https://www.kaggle.com/code/masamikobayashi/a-sample-archaludon-75-wr-vs-my-1300-starmie,false
129,llcc-meta-a-stable-current-control,129 LLCC Meta A Stable Current Control,6d2c8efc2243-fbe6ab599922,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,03b5213ff044d97343dcacbb09284f722a2ef9c8,54748977,847.2,complete,source_exact_runtime_required,6d2c8efc224392dcc439fa7ce20669daf279aa0208b23f87a7bab988b93561e2,fbe6ab59992260b0d6774abed19469be315521b5ed0546de8c20f329607693e6,71b3b53a4f21116c05bf8462ac2c5163d2ef3028fc38db58f77004a2f3751e5f,artifacts/submissions/s129-llcc-meta-a-stable-current-control.tar.gz,,
130,tomato-archaludon-final-active,130 Tomato Archaludon Final Active,03216723e42e-42165967b565,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,801389bfd9f2c099926093bef31b011ddef2da82,54749158,797.4,complete,source_exact_runtime_required,03216723e42e8dffa67a5ded172f23512a3f1f0540205cc815e8fd90dd3a3313,42165967b565dd42ec426ecccfe79bfa7d72aa8306590e149dface0ee8bd530e,e7e1e346054f6d482e1b890b8a67eb68fd7bc167a6a5642bbe516287c2eb2486,artifacts/submissions/s130-tomato-archaludon-final-active.tar.gz,https://www.kaggle.com/code/masamikobayashi/a-sample-archaludon-75-wr-vs-my-1300-starmie,false
131,llcc-meta-a-stable-final-active,131 LLCC Meta A Stable Final Active,6d2c8efc2243-fbe6ab599922,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,8df94f651451eda7dd1705f9bfec3bc99846c528,54749353,892.6,complete,source_exact_runtime_required,6d2c8efc224392dcc439fa7ce20669daf279aa0208b23f87a7bab988b93561e2,fbe6ab59992260b0d6774abed19469be315521b5ed0546de8c20f329607693e6,71b3b53a4f21116c05bf8462ac2c5163d2ef3028fc38db58f77004a2f3751e5f,artifacts/submissions/s131-llcc-meta-a-stable-final-active.tar.gz,,
132,tien-search-alakazam-rebound-probe,132 Tien Search Alakazam Rebound Probe,235084ae725e-a8c9177354b9,f46b15bfa6d2ab5eb2de3996d84837ea38a08cd0,8b5fc49b44e04fcb0e565c7ad4038c5c4ddbad66,54790755,955.6,complete,source_exact_runtime_required,235084ae725e0430f700d18fe1f2e3845b8a6209b34f1b5020c07db4ba9974e1,a8c9177354b92abe5fb877f46b792b86f8ec9c4bc3551d5d16d4a89128f00976,766fe6a21ee6f73b58f857a8cfefc6b43028b7f157face837c342d5d47a36798,artifacts/submissions/s132-tien-search-alakazam-rebound-probe.tar.gz,https://www.kaggle.com/code/tientrum/search-augmented-heuristic-agent-alakazam,false
